Force X (N),Force Y (N),Force Z (N),Torque X (N-m),Torque Y (N-m),Torque Z (N-m),Frequency = 1000,Averaging Level = 16,F/T Serial Number = FT18766,Time Started = 2020-02-27 11:16:52 AM
0.364949554,-42.00738525,-97.91970825,6.947479248,-0.072654143,-0.181234494,,,,
0.442235142,-41.84888077,-98.94395447,6.942875385,-0.07475511,-0.148934826,,,,
0.064086251,-41.63538361,-99.11244965,6.924735546,0.074650355,-0.123586081,,,,
-0.094786093,-41.6519928,-99.90624237,6.917360306,-0.058183361,-0.143941581,,,,
0.094336979,-41.61015701,-99.06397247,6.902494431,-0.03169141,-0.228424191,,,,
-0.052091766,-41.45331192,-98.39846802,6.858942032,-0.009512054,-0.237167642,,,,
-0.066133827,-40.95630646,-100.0644684,6.86715889,-0.028156659,-0.26322934,,,,
-0.199027032,-40.03800583,-102.7957611,6.885896683,-1.72E-05,-0.278195679,,,,
-8.18E-05,-39.79734421,-103.8381119,6.854358673,0.040727735,-0.283028513,,,,
0.404150724,-39.71178818,-103.1883163,6.826909065,-0.015378924,-0.318607867,,,,
0.265606403,-39.93950272,-103.6404419,6.854228497,-0.108438633,-0.340816647,,,,
0.23359032,-39.81580353,-104.0524139,6.862587452,-0.28320837,-0.369080365,,,,
0.03795569,-39.89028931,-103.2868881,6.816057682,-0.171449348,-0.344653994,,,,
-0.321962625,-40.2949028,-101.3719406,6.81298542,-0.159167945,-0.285954833,,,,
-0.315342486,-40.24383926,-101.8716278,6.864640236,-0.177437544,-0.313174963,,,,
-0.465592086,-39.74314117,-104.4805603,6.885474682,-0.149650589,-0.312595248,,,,
-0.471273988,-39.58158875,-104.1300964,6.908506393,-0.177126482,-0.274652839,,,,
-0.64325428,-40.75510788,-101.4276733,6.926140308,-0.118576534,-0.213056102,,,,
-0.825315118,-40.76773453,-101.4824829,7.002987385,-0.1421078,-0.19141753,,,,
-1.088670015,-40.53859711,-103.2791901,7.038799286,-0.096961975,-0.170290425,,,,
-1.034936786,-40.38845062,-102.9003601,6.998753071,-0.036299713,-0.204921365,,,,
-0.675661683,-40.51051712,-102.4850082,6.998639584,0.045344729,-0.197293758,,,,
-0.695919752,-40.86956406,-100.8748398,6.972762585,0.184971318,-0.189048365,,,,
-0.718392253,-40.41611481,-102.1728668,7.023375511,0.121233478,-0.164598465,,,,
-0.847053885,-39.6862793,-104.4428329,7.033123493,0.061283678,-0.192424923,,,,
-0.55611372,-39.44651413,-104.7410812,7.039710045,0.100677371,-0.216589317,,,,
-0.033358891,-39.44687653,-104.7357864,7.037707329,0.279474646,-0.176708013,,,,
-0.179341257,-39.28971863,-105.7145844,7.038527966,0.358210534,-0.125238106,,,,
-0.392946154,-38.9108429,-106.6870422,7.058364391,0.205139697,-0.191952899,,,,
-0.698605955,-38.86888885,-106.9783325,7.070293903,0.147246093,-0.188014194,,,,
-0.469373226,-38.90914154,-106.8596802,7.120487213,0.136485487,-0.226663619,,,,
-0.25897035,-38.98965073,-107.157341,7.195997238,0.18913947,-0.196354583,,,,
-0.272242606,-39.0056839,-107.6317215,7.222704411,0.20451057,-0.176482499,,,,
-0.032472774,-38.99720383,-108.073555,7.257692814,0.243405104,-0.155019075,,,,
0.052515581,-38.7965126,-109.3653564,7.29282856,0.228826076,-0.163390622,,,,
0.195644155,-38.79095459,-109.6606598,7.293056965,0.105102628,-0.131778538,,,,
0.133556381,-39.114254,-108.4756622,7.275781631,-0.044986781,-0.137023091,,,,
-0.249150932,-39.3392334,-107.2029266,7.246249676,-0.017841417,-0.127713487,,,,
-0.141541362,-38.96316147,-107.8815765,7.28076458,0.052313216,-0.135387287,,,,
-0.206728831,-38.19456863,-109.5980911,7.350978374,0.182998642,-0.126635864,,,,
-0.012800776,-38.04175568,-110.1057129,7.361940384,0.113693252,-0.174454629,,,,
0.363652289,-38.09835052,-109.1938934,7.340058804,-0.038563117,-0.223980978,,,,
0.266432196,-37.6692009,-109.6776428,7.352124691,-0.003042737,-0.208839595,,,,
0.308867365,-37.25286102,-111.5570984,7.340790749,0.057478968,-0.178270161,,,,
0.276047498,-36.66794586,-112.5146027,7.337971687,-0.003722087,-0.236180276,,,,
0.196097329,-36.67262268,-112.3269501,7.379702091,-0.020051958,-0.224986702,,,,
0.300409794,-36.54980469,-112.8553772,7.444586277,-0.022746924,-0.268432736,,,,
0.073276781,-36.38523865,-113.0273895,7.458139896,0.035397492,-0.231064186,,,,
-0.060167946,-36.05264664,-113.9296494,7.447609901,-0.0633379,-0.283944994,,,,
-0.098760515,-35.95668411,-114.4454956,7.438529968,-0.067392357,-0.325210065,,,,
-0.193676576,-35.8992691,-114.4157181,7.454638004,-0.004331417,-0.300696164,,,,
-0.080117494,-36.26918411,-113.5068817,7.476988316,0.006462794,-0.298099339,,,,
-0.150776014,-36.55893707,-113.4128494,7.485940933,-0.01634334,-0.284259796,,,,
-0.085553013,-35.98969269,-114.4060135,7.497265339,-0.097158365,-0.3003093,,,,
-0.372696072,-35.96825409,-114.5914078,7.495033741,-0.17369163,-0.324160546,,,,
-0.811490059,-36.38201141,-113.8751755,7.514682293,-0.103882566,-0.247599199,,,,
-1.097164869,-36.63920593,-114.4894028,7.570249557,0.057960343,-0.116348982,,,,
-1.533243179,-37.08111191,-113.8891754,7.606920719,0.170836538,-0.066272333,,,,
-1.784297943,-37.66159821,-113.483139,7.591704845,0.269549817,-0.033378176,,,,
-1.327768922,-37.85737991,-112.1047974,7.548220158,0.442476988,-0.063300692,,,,
-1.082377315,-38.17738724,-110.8510208,7.511907101,0.565614581,-0.001852858,,,,
-0.89512068,-37.92063141,-110.5971756,7.459970474,0.542652249,-0.031884745,,,,
-1.102775931,-37.56827927,-110.6041031,7.467076778,0.429768175,-0.097045414,,,,
-1.435043216,-37.26075745,-110.9573593,7.497498035,0.389803916,-0.103406884,,,,
-1.363537788,-36.72405243,-112.5046234,7.507290363,0.500716031,-0.091178864,,,,
-1.18310678,-36.26371765,-113.5429153,7.505758286,0.522125483,-0.091184512,,,,
-0.985261142,-36.4390831,-113.6144333,7.521962166,0.581798017,-0.079549991,,,,
-1.096748948,-36.78270721,-113.942955,7.500587463,0.558989704,-0.123327844,,,,
-1.08551085,-36.74538422,-114.155571,7.479690075,0.50878495,-0.158544272,,,,
-1.011785984,-36.35841751,-115.1204147,7.445126057,0.522954702,-0.13725096,,,,
-0.913078725,-36.04114914,-115.6135864,7.401135445,0.557891846,-0.089940168,,,,
-0.71421206,-35.53057098,-116.1367645,7.435210705,0.54626888,-0.063372672,,,,
-0.8272475,-35.31261063,-116.6015778,7.537866116,0.516336501,-0.063049234,,,,
-1.039272189,-34.98444748,-117.989006,7.648254395,0.423874766,-0.073826499,,,,
-1.201788306,-34.88151932,-117.5373383,7.605421543,0.517985821,-0.076012172,,,,
-0.939943552,-34.73639297,-117.3052139,7.571563244,0.454084158,-0.091435909,,,,
-0.696987569,-34.59025574,-117.8799438,7.610831261,0.488288879,-0.093124025,,,,
-0.976884484,-34.60394669,-118.8335648,7.635384083,0.493208557,-0.059678048,,,,
-1.014901876,-35.11919785,-118.0917282,7.588085651,0.473805845,-0.149720788,,,,
-1.283283472,-38.55172348,-114.3740158,7.598764896,0.463999063,-0.109274492,,,,
-0.884457648,-42.17088699,-109.0577087,7.781344891,0.352529049,-0.335609198,,,,
0.04794579,-44.66202164,-106.57621,8.016996384,0.141407713,-0.577779293,,,,
0.510231674,-47.28593445,-105.3660126,8.212396622,-0.094107792,-0.686241746,,,,
0.985870898,-49.68185043,-101.3273468,8.339922905,-0.258272946,-0.765987456,,,,
1.41362834,-52.86837006,-93.74512482,8.375963211,-0.192911416,-0.821160674,,,,
1.248101354,-54.29301834,-90.83036041,8.436022758,-0.279568702,-0.846639335,,,,
0.998503029,-54.19509888,-92.65765381,8.46462059,-0.334730893,-0.852498651,,,,
0.723674774,-53.76425171,-93.02752686,8.450365067,-0.411475658,-0.864501953,,,,
0.706767917,-54.29732132,-91.73495483,8.446969986,-0.407379538,-0.904698014,,,,
0.688751578,-54.80522919,-89.66746521,8.41169548,-0.335058421,-0.938232541,,,,
1.074755311,-54.46429825,-89.88030243,8.394781113,-0.380088329,-0.95537287,,,,
1.132218599,-53.55762863,-92.84941864,8.368305206,-0.409230828,-0.972106874,,,,
1.022940159,-53.19969177,-93.06926727,8.311410904,-0.395461828,-0.962210357,,,,
0.93833524,-53.09304428,-92.54306793,8.273462296,-0.405819237,-0.98421365,,,,
0.882737458,-52.51039505,-92.79902649,8.215242386,-0.441753328,-1.036516547,,,,
0.875158966,-51.85702515,-93.00016785,8.132436752,-0.557566524,-1.105724216,,,,
0.951885045,-51.39440536,-93.56782532,8.061962128,-0.55960691,-1.104421139,,,,
1.208727598,-50.71725464,-95.22711182,8.020723343,-0.438391805,-1.092681289,,,,
1.175351143,-50.40813065,-93.59384155,7.94266367,-0.478838444,-1.144829631,,,,
1.019404173,-50.13837051,-93.97053528,7.903947353,-0.593012214,-1.173370123,,,,
1.092038989,-49.4210968,-94.70471954,7.836730003,-0.595636189,-1.214819312,,,,
1.217159986,-48.27626419,-96.50539398,7.780721188,-0.612534821,-1.201798916,,,,
1.567275167,-47.37240219,-98.38373566,7.72684145,-0.601072848,-1.232349157,,,,
1.49281323,-47.24477386,-97.62095642,7.659762383,-0.646574736,-1.262329817,,,,
1.499598145,-46.68318558,-97.80849457,7.626390934,-0.699349821,-1.307216883,,,,
1.679273844,-45.87349319,-100.3423462,7.606904984,-0.664562583,-1.316590309,,,,
1.590890884,-45.31758118,-101.7221603,7.573065281,-0.782393932,-1.316111922,,,,
1.781081796,-45.08372498,-100.1420364,7.508329391,-0.768499374,-1.332424402,,,,
1.932049394,-45.10321426,-101.0382004,7.487513542,-0.752732873,-1.257638216,,,,
1.800598383,-44.56159592,-101.9891663,7.469356537,-0.637810051,-1.228849888,,,,
1.721335053,-44.27454376,-101.671814,7.425523281,-0.684329927,-1.208174944,,,,
1.597370505,-44.08927155,-101.2682953,7.3818717,-0.724929929,-1.213223577,,,,
1.679010034,-43.38779831,-101.9540558,7.374648571,-0.711760879,-1.196562648,,,,
1.567532778,-43.08003235,-102.2863693,7.342374325,-0.662537396,-1.118263364,,,,
1.731262803,-42.73775864,-102.8364792,7.318651199,-0.682286382,-1.064825773,,,,
1.672709346,-42.80312347,-102.0093842,7.283171654,-0.57055676,-0.962081015,,,,
1.528282642,-42.19856644,-102.9423676,7.247050762,-0.524963081,-0.902654409,,,,
1.279039264,-41.40772629,-104.3848495,7.175289631,-0.490355223,-0.900823593,,,,
0.901939452,-41.42953491,-103.6692734,7.128833771,-0.480990171,-0.788152635,,,,
0.971479595,-41.05996323,-103.5211792,7.091024399,-0.369157761,-0.749597907,,,,
0.825867772,-41.12691879,-103.9753647,7.032251358,-0.23982127,-0.634116232,,,,
0.737272084,-40.15961456,-105.0454025,6.97954607,-0.308465004,-0.644459426,,,,
0.774270713,-39.94116592,-105.6891785,6.92809391,-0.3019481,-0.588547766,,,,
0.710789144,-39.80676651,-105.0005875,6.875183582,-0.166392535,-0.548449218,,,,
0.559315741,-39.77648544,-103.6772614,6.789311409,-0.051460609,-0.496785849,,,,
0.347155362,-38.8731842,-104.876297,6.753472328,-0.132326916,-0.476937473,,,,
-0.097345673,-38.45818329,-106.4611053,6.731376648,-0.201099008,-0.478062034,,,,
-0.046439491,-37.85902405,-106.952858,6.694872379,-0.190830499,-0.516418099,,,,
0.13376008,-37.7877655,-106.0527878,6.700088978,-0.114333965,-0.423884124,,,,
0.240735114,-37.62412262,-106.6489182,6.704589844,-0.177526161,-0.470264107,,,,
0.203002006,-37.35793686,-108.2058182,6.74002552,-0.209204093,-0.454482108,,,,
0.350322187,-36.92065048,-109.0218735,6.743821144,-0.226546153,-0.452923924,,,,
0.403468788,-37.10779953,-109.2283936,6.710859299,-0.127465129,-0.393069804,,,,
0.225001812,-36.99318314,-110.5055008,6.702539921,-0.212106124,-0.347869247,,,,
0.012101063,-36.48197937,-111.0937347,6.757646084,-0.262312561,-0.402104944,,,,
-0.298185736,-35.88096619,-113.5954895,6.846064568,-0.355155706,-0.390725881,,,,
-0.308937848,-36.17664337,-115.800705,6.87036705,-0.28065145,-0.397746921,,,,
-0.536577046,-37.07235718,-112.7273407,6.805028439,-0.201175615,-0.325398654,,,,
-0.762028515,-37.99647903,-108.4309464,6.725901604,-0.175205499,-0.30630818,,,,
-0.783150196,-37.87187195,-108.2209473,6.806386471,-0.197578534,-0.350577801,,,,
-1.201272011,-36.62564468,-110.6794815,6.847214222,-0.131411567,-0.370524883,,,,
-0.898102343,-36.6304245,-111.3864746,6.852788448,-0.026495736,-0.286016673,,,,
-0.580555081,-36.82403946,-110.0504456,6.851106167,-0.042551763,-0.351323336,,,,
-0.745307505,-37.83689499,-106.3333664,6.826766968,-0.032927681,-0.315741658,,,,
-0.549637377,-37.75809097,-105.972084,6.866554737,-0.004315906,-0.351880252,,,,
-0.194458604,-37.37942123,-109.0471268,6.897663116,0.096367791,-0.273278534,,,,
-0.161808208,-37.14271545,-109.3243408,6.848788738,0.035464115,-0.280213356,,,,
-0.200851023,-37.44277573,-107.1221008,6.788409233,-0.025778761,-0.317008197,,,,
-0.194241807,-37.1849556,-107.3667755,6.795394897,0.008599684,-0.328924835,,,,
0.104660295,-36.57743835,-110.4330444,6.841623783,-0.033805579,-0.325512946,,,,
0.034542054,-35.7531395,-112.942131,6.835419655,0.000254718,-0.300046802,,,,
-0.103478558,-35.85497665,-111.7759705,6.792110443,0.093244508,-0.29144606,,,,
-0.11645937,-36.49686432,-109.6648254,6.8085742,0.044182818,-0.277549148,,,,
-0.172204405,-36.13000107,-111.5199966,6.842019558,0.039672364,-0.292964101,,,,
-0.105732225,-35.22875595,-114.7956085,6.881186962,-0.001520419,-0.304131031,,,,
-0.258509755,-35.09711456,-115.9158401,6.880011559,-0.015767409,-0.35011059,,,,
-0.198782712,-35.36336517,-114.5945511,6.862972736,0.004562421,-0.349899024,,,,
-0.232907802,-35.4908638,-112.8111801,6.848728657,-0.029438434,-0.304893613,,,,
-0.017917586,-34.99425125,-115.1262589,6.909650326,-0.032236237,-0.292258799,,,,
0.021067917,-34.13807678,-118.7479782,6.973520756,-0.081116356,-0.333089799,,,,
0.013160815,-34.35534668,-119.4709244,7.014970303,-0.087753877,-0.28511855,,,,
0.128507853,-35.42685699,-115.8417816,6.95482254,-0.064781979,-0.216062143,,,,
0.437856257,-36.64913177,-111.8630981,6.945687771,-0.158290491,-0.184672624,,,,
0.24314861,-36.49992752,-112.093811,7.004766941,-0.113506116,-0.230071619,,,,
0.185855895,-35.39048767,-116.3241043,7.067816734,-0.052207392,-0.225482926,,,,
0.165348276,-35.57453537,-116.4505997,7.05197382,-0.078402758,-0.223909453,,,,
-0.13047497,-36.01034164,-112.8997803,7.018992901,-0.142952293,-0.298435122,,,,
-0.431632042,-37.09604263,-109.4124527,6.989362717,-0.155507639,-0.301820368,,,,
-0.480292112,-36.86330795,-109.7311249,7.048399925,-0.101735033,-0.301103622,,,,
-0.550893724,-35.53195953,-114.698967,7.097080231,-0.034172252,-0.289463878,,,,
-0.249432951,-35.48557281,-114.4603043,7.041702271,0.018385641,-0.303888202,,,,
-0.547387242,-36.12044144,-111.5577316,7.024383545,0.038447313,-0.246489316,,,,
-0.854780853,-36.04180527,-111.8785706,6.998215675,0.014680703,-0.29454428,,,,
-0.658312917,-35.49825668,-113.6718292,6.989372253,-0.102694295,-0.306546032,,,,
-0.562408924,-35.60056305,-113.6654816,6.977017879,-0.024635948,-0.323555499,,,,
-0.286047876,-35.41746902,-113.9804306,7.000362396,0.07647343,-0.288396388,,,,
-0.149405852,-35.43907166,-113.9023972,7.025211811,0.061530679,-0.25568378,,,,
-0.300595671,-35.54633713,-114.2059479,7.019018173,0.107327715,-0.253073394,,,,
0.005954405,-35.21421051,-114.3980484,6.996119976,0.069176212,-0.294750333,,,,
0.092394724,-34.99641037,-115.0109253,7.037173271,0.016605327,-0.295412153,,,,
-0.14764446,-35.30994415,-115.1747055,7.05365324,0.003834208,-0.301069736,,,,
-0.25473839,-35.0370903,-115.6281738,7.057274818,-0.05299858,-0.311985403,,,,
-0.181321234,-36.40119171,-113.8279648,7.004201889,-0.089763328,-0.391107619,,,,
-0.051350396,-36.4614563,-114.3233871,7.02804327,-0.095819734,-0.440579057,,,,
0.207677305,-36.03913116,-117.2794647,7.07345438,0.071614936,-0.425599217,,,,
0.331154108,-35.95298004,-118.2848969,7.100935936,0.137876645,-0.469484776,,,,
0.698418081,-36.39651871,-117.3604584,7.055018425,-0.101728328,-0.528745115,,,,
0.726482749,-36.72969055,-114.4507599,6.960859299,-0.187766537,-0.50072372,,,,
0.639436305,-36.98049927,-111.4978867,6.904663086,-0.119224399,-0.360175252,,,,
1.14388442,-36.83279419,-111.3042603,6.898704529,0.027890034,-0.29367578,,,,
1.380953193,-35.70575714,-114.7827454,6.901925564,0.043472718,-0.306310683,,,,
1.457924008,-35.99947739,-113.7297668,6.908014297,-0.073729217,-0.329157025,,,,
1.619445801,-36.951931,-109.6262054,6.933236599,-0.207371622,-0.43131718,,,,
1.656433105,-37.69789886,-107.803894,6.94171524,-0.293076843,-0.469736099,,,,
1.765262485,-36.91194153,-109.951767,6.928762913,-0.270231873,-0.477878481,,,,
1.533709407,-35.46496964,-114.3767853,6.896827221,-0.194941401,-0.426935703,,,,
1.224426627,-35.56346893,-114.6529312,6.853692055,-0.252648145,-0.403249353,,,,
1.330289364,-36.63549805,-111.9515305,6.887639046,-0.390357584,-0.313978463,,,,
1.099065065,-37.14658737,-112.9766235,6.979264259,-0.286910415,-0.124465615,,,,
0.557811141,-37.28591156,-114.9069672,7.019004345,-0.021464888,0.036554392,,,,
0.249975517,-37.59326935,-115.326088,7.046111107,0.024810901,0.115419075,,,,
0.012815592,-38.36372757,-112.9426575,7.008627415,-0.036399286,0.106248267,,,,
-0.11483711,-38.71814346,-111.1507492,6.929143906,0.063759275,0.053639472,,,,
-0.118524835,-38.14384842,-111.1755676,6.855072021,0.108524084,-0.019170562,,,,
-0.119133443,-37.45436478,-113.4213715,6.811505795,0.003043497,-0.077329054,,,,
-0.099022284,-36.99083328,-112.8274002,6.731021404,-0.135416016,-0.230723843,,,,
-0.125617385,-37.14874268,-110.7976379,6.649801254,-0.058211438,-0.261009932,,,,
-0.033908188,-36.75010681,-111.3143082,6.614034176,-0.087334573,-0.340255439,,,,
0.032549892,-36.46096802,-112.0253983,6.624392033,-0.088955238,-0.404386014,,,,
0.131575167,-36.27047348,-112.1708069,6.655734062,-0.143290102,-0.466340095,,,,
0.277763486,-36.2157402,-112.1585159,6.694319248,-0.206764549,-0.464374661,,,,
0.255687445,-36.75936127,-110.6609039,6.692338943,-0.251984835,-0.481914669,,,,
0.55545938,-36.54966354,-110.6793976,6.739733219,-0.295747906,-0.473232955,,,,
0.432672262,-36.43119431,-111.8790512,6.794115543,-0.184301525,-0.386678755,,,,
0.144499943,-36.17137527,-113.3217087,6.841618538,-0.128945351,-0.329145491,,,,
-0.0610536,-35.94765091,-114.0700912,6.860000134,-0.149001226,-0.33754912,,,,
-0.032448445,-36.46369553,-111.634491,6.884140491,-0.110760652,-0.346498996,,,,
0.13492538,-36.70373154,-110.7427063,6.97604847,-0.113126256,-0.330690444,,,,
-0.024479531,-35.8613472,-114.5525284,7.003602028,-0.069294482,-0.36869216,,,,
-0.24831228,-35.36314011,-116.3772049,6.970337868,-0.046545729,-0.387138575,,,,
-0.286144197,-35.85398865,-113.8775635,6.942192078,-0.069403589,-0.420861751,,,,
-0.160602674,-36.64226532,-112.163063,6.908613205,-0.106121808,-0.399780393,,,,
0.288424969,-36.19778442,-112.8697739,6.902309418,-0.139969274,-0.418410003,,,,
0.348699152,-35.95247269,-113.807579,6.895449638,-0.120643504,-0.371598899,,,,
0.087705337,-35.70198059,-115.0918503,6.92089653,-0.112669967,-0.352979481,,,,
0.299737543,-35.40347672,-116.3113251,6.943156719,-0.083992101,-0.379341543,,,,
0.680069923,-36.38475037,-115.2424622,6.907336235,-0.149143994,-0.421296895,,,,
0.58249712,-36.67386246,-113.7091293,6.899553776,-0.331798047,-0.403115094,,,,
0.884866476,-36.38490295,-114.3380203,6.839208603,-0.294686228,-0.376170695,,,,
1.199918032,-35.61318207,-116.8627701,6.779685974,-0.228761733,-0.326219231,,,,
0.698389471,-35.74678802,-117.072403,6.75970459,-0.06785848,-0.143283516,,,,
-0.492817849,-37.42586136,-114.6075058,6.846092701,-0.030035421,0.160885528,,,,
-1.071832776,-38.80973053,-112.4303436,6.999301434,-0.03947188,0.199238226,,,,
-1.73658371,-39.57693863,-113.0715714,7.077375412,0.102720581,0.385559052,,,,
-2.112137794,-40.02420807,-113.4584198,7.127880096,0.113444068,0.451062799,,,,
-2.058045626,-41.08469391,-110.8124466,7.125887394,0.100190207,0.430227578,,,,
-2.173050165,-41.38020325,-108.3421097,7.106911659,0.233226374,0.470356077,,,,
-2.256370068,-41.26609802,-109.4150162,7.135325432,0.350278139,0.555967867,,,,
-2.69978714,-41.42947006,-109.438797,7.118693352,0.278173387,0.513146639,,,,
-2.48528266,-41.54517365,-106.947052,7.087930202,0.188947752,0.400572598,,,,
-2.081650257,-42.04272079,-103.2465515,7.032758713,0.186417371,0.334641755,,,,
-1.742514133,-41.52501297,-104.9994812,7.026822567,0.2927607,0.284078926,,,,
-1.545695662,-40.48038864,-109.3139725,7.030890942,0.294758081,0.270630777,,,,
-1.504931569,-40.03197479,-109.0344925,6.957229137,0.21388647,0.189659983,,,,
-1.285165787,-40.31337357,-105.998848,6.891321182,0.181366757,0.065089546,,,,
-1.292298794,-40.05620956,-106.0981979,6.842872143,0.153539538,0.015329042,,,,
-1.110187769,-38.60668182,-110.2105713,6.813523769,0.133871123,-0.0061196,,,,
-1.164680719,-37.88662338,-112.1378326,6.749485493,0.144184083,-0.044072136,,,,
-1.286773086,-38.03063965,-109.1371307,6.662291527,0.143124223,-0.117992349,,,,
-1.339238763,-38.09427643,-107.6439209,6.620785713,0.118255503,-0.13315472,,,,
-1.391353488,-37.13969421,-110.9769669,6.605480194,0.064637154,-0.147055537,,,,
-1.413721323,-35.86872864,-114.7319946,6.591622829,0.019501938,-0.230290666,,,,
-1.329079628,-35.93484879,-114.4658127,6.612937927,0.04243619,-0.233951733,,,,
-1.457777023,-36.46158218,-111.3307419,6.613299847,0.114988692,-0.195275858,,,,
-1.509138465,-36.54243851,-111.1875839,6.603183746,0.101986736,-0.178093582,,,,
-1.313311934,-35.99031448,-114.0198593,6.606639385,0.049420293,-0.240404546,,,,
-1.376576662,-35.10874176,-116.403656,6.612727165,0.04358089,-0.256619871,,,,
-1.34659934,-35.10466766,-115.677536,6.636960983,0.154047593,-0.260741234,,,,
-1.370964885,-34.80611801,-115.7055435,6.692170143,0.130617842,-0.289600611,,,,
-1.341711879,-34.40028,-117.4067993,6.773714066,0.072254829,-0.335599899,,,,
-1.159831405,-34.10452271,-120.5693207,6.824111462,-0.037608024,-0.440677971,,,,
-0.581995726,-35.24183273,-120.7520294,6.846027851,-0.001988718,-0.51397258,,,,
-0.332222521,-35.93274689,-120.014389,6.947356701,0.069308132,-0.574482381,,,,
0.102945879,-36.49707413,-121.2526016,7.067890644,0.074751645,-0.713006914,,,,
0.178904146,-37.12531281,-122.3766937,7.219844818,-0.019859247,-0.711397529,,,,
0.182314426,-39.2363205,-119.9803162,7.336256504,-0.023378821,-0.474483401,,,,
0.162769645,-42.43790817,-113.7545242,7.389697075,0.01913676,-0.165952638,,,,
-0.531220019,-44.10783768,-107.2437592,7.382502556,0.074073009,-0.019881742,,,,
-0.868230879,-44.83588028,-105.7338867,7.403774261,0.220504865,0.116315991,,,,
-0.906406462,-44.26915741,-108.4024582,7.416623116,0.195954874,0.162688479,,,,
-1.101139545,-43.75052643,-108.2576981,7.388036251,0.203821421,0.182704031,,,,
-1.012781262,-44.32096863,-104.3201675,7.336485386,0.244666636,0.212674141,,,,
-0.859997213,-44.28760529,-103.7559662,7.320493698,0.381061316,0.26133427,,,,
-0.866012633,-43.54053116,-106.3042679,7.297381401,0.487849385,0.296365768,,,,
-1.202296495,-41.93762589,-109.9169769,7.271445751,0.366989136,0.289415956,,,,
-1.157792568,-41.89726639,-109.4729309,7.206418991,0.353640735,0.264436513,,,,
-0.905893743,-41.62350464,-107.6000824,7.126505852,0.380525976,0.205817074,,,,
-0.630967796,-40.95410156,-109.5915298,7.071216583,0.444513977,0.220583767,,,,
-0.725431681,-39.63518143,-113.2729111,7.003606796,0.471793294,0.221717238,,,,
-0.774012744,-38.8993454,-113.8077393,6.903344154,0.337563038,0.101201326,,,,
-0.724784076,-38.76943588,-111.2589111,6.780447483,0.270577461,0.008236592,,,,
-0.427395821,-38.10808563,-110.1636734,6.65185833,0.251970321,-0.076346695,,,,
-0.458466768,-36.79226685,-114.3166351,6.565407276,0.225933552,-0.102915168,,,,
-0.788545132,-35.5029068,-116.4420776,6.47979784,0.242829308,-0.104121581,,,,
-0.873050392,-35.22212982,-115.7650986,6.532861233,0.247566476,-0.080696836,,,,
-1.143250465,-35.82653427,-114.5479736,6.61032486,0.225081846,-0.081562705,,,,
-1.090297103,-35.8890419,-114.6140289,6.608592987,0.170082629,-0.0465554,,,,
-0.651060104,-35.53792572,-116.8721085,6.561144352,0.116096534,-0.061185677,,,,
-0.290224195,-35.32288742,-117.2127151,6.489029408,0.243946329,-0.060920458,,,,
-0.250248343,-34.77330017,-116.8970261,6.440146446,0.264093101,-0.142035574,,,,
-0.241391838,-34.03318787,-118.6587601,6.484793663,0.144996822,-0.154807836,,,,
-0.391163498,-33.02290344,-122.1813583,6.603546619,-0.019197859,-0.206267402,,,,
-0.366579592,-32.75772476,-123.0785904,6.673523426,0.023074111,-0.230324164,,,,
0.080741376,-32.98140335,-122.3871155,6.71929121,0.006357455,-0.253101289,,,,
0.402375907,-33.41960144,-120.5861588,6.741838932,0.011720994,-0.248821184,,,,
0.306565732,-33.00675583,-121.7519608,6.785337448,-0.058276378,-0.267862439,,,,
0.317921221,-32.13553238,-125.6083603,6.839907646,-0.159070194,-0.342683375,,,,
0.20074378,-31.82927132,-127.3387527,6.853778362,-0.216426417,-0.322836012,,,,
-0.32886675,-32.7437706,-124.4149551,6.854039192,-0.165422931,-0.195179775,,,,
-0.483170897,-33.96669006,-121.5121613,6.945260048,-0.055407394,-0.041756801,,,,
-0.682428658,-34.1590538,-121.9576492,7.048469543,-0.135690033,-0.027328154,,,,
-0.902451873,-33.94146347,-123.746315,7.02910471,-0.197992757,-0.002661927,,,,
-0.967950165,-33.51298523,-125.0630417,7.03303957,-0.227835342,-0.050214075,,,,
-1.181513667,-33.74661255,-123.5995941,7.001063824,-0.161814526,-0.120062806,,,,
-1.253229499,-34.0119133,-121.4421768,6.963849068,-0.096882977,-0.173817977,,,,
-1.038799167,-33.9192543,-120.9180298,7.025477409,-0.088732146,-0.207784697,,,,
-0.885478675,-32.96101379,-122.7947006,7.054016113,-0.117732331,-0.229145095,,,,
-0.770158708,-32.57619476,-125.3688278,7.033437252,-0.056093853,-0.219769165,,,,
-0.693709373,-32.05109024,-125.9347229,7.051085472,0.003033439,-0.230100483,,,,
-0.773581922,-31.50691605,-125.9986572,7.028997421,-0.012693975,-0.24454993,,,,
-0.823901772,-31.16749954,-126.8308563,7.035501003,-0.008783885,-0.24713783,,,,
-0.885644257,-30.42517471,-128.6564026,7.064037323,0.019615501,-0.266404122,,,,
-0.824620306,-30.05877876,-130.8964844,7.085251808,0.021797534,-0.297077984,,,,
-0.434708893,-29.21116638,-133.4841766,7.098228455,0.058499597,-0.31421113,,,,
-0.470056981,-29.50708961,-132.7243652,7.047985077,0.107945025,-0.264279455,,,,
